Start Time,Stop Time,Duration,Type,MP3 File,Transcript File,Transcript,Speakers,Dominant_Speaker,Predicted_Label
2152.789,2155.311,2.522,speech,,,[SPEAKER_16] 저희가 제시 영화를 먼저 드릴 거예요.,SPEAKER_14:2.52s(1.000),SPEAKER_14,DJ
2155.311,2155.331,0.02,silence,,,,,,SILENCE
2155.331,2162.92,7.589,speech,,,[SPEAKER_16] 영화를 제시할 건데 그 영화의 꼬리에 꼬리에 꼬리에 꼬리를 물어서 자유롭게 연상이 되는 영화를 보내주시면 돼요.,SPEAKER_14:7.11s(1.000),SPEAKER_14,DJ
2162.9,2170.047,7.147,speech,,,[SPEAKER_16] 오늘의 첫 번째 제시 영화는 어제 4681님이 보내주신 문자에서 골라와 봤습니다.,SPEAKER_14:6.41s(1.000),SPEAKER_14,DJ
2170.047,2170.068,0.021,silence,,,,,,SILENCE
2170.068,2173.452,3.384,speech,,,[SPEAKER_16] 요즘 저희 딸이 싱투게더에 푹 빠졌습니다.,SPEAKER_14:3.38s(1.000),SPEAKER_14,DJ
2173.452,2173.472,0.02,silence,,,,,,SILENCE
2173.472,2178.277,4.805,speech,,,[SPEAKER_16] 보다 보니 저의 최애 그룹 BTS의 Not Today가 나오더라고요.,SPEAKER_14:4.80s(1.000),SPEAKER_14,DJ
2178.277,2178.918,0.641,silence,,,,,,SILENCE
2178.918,2182.262,3.344,speech,,,[SPEAKER_16] 아기 돼지들이 막 뛰어다니며 말썽을 피우는 장면에서요.,SPEAKER_14:3.34s(1.000),SPEAKER_14,DJ
2182.262,2182.342,0.08,silence,,,,,,SILENCE
2182.342,2182.802,0.46,speech,,,[SPEAKER_16] 오 그랬어요?,SPEAKER_14:0.46s(1.000),SPEAKER_14,DJ
2182.802,2183.804,1.002,silence,,,,,,SILENCE
2183.804,2185.887,2.083,speech,,,[SPEAKER_16] 덕분에 딸이랑 재밌게 영화를 봤다고.,SPEAKER_14:1.53s(1.000),SPEAKER_14,DJ
2185.867,2190.954,5.087,speech,,,[SPEAKER_16] 그래서 오늘의 첫 번째 제시 영화는 싱투게더입니다.,SPEAKER_14:3.75s(1.000),SPEAKER_14,DJ
2190.954,2190.974,0.02,silence,,,,,,SILENCE
2190.974,2194.179,3.205,speech,,,[SPEAKER_16] 여러분은 싱투게더 하면 또 어떤 영화가 떠오르세요?,SPEAKER_14:3.20s(1.000),SPEAKER_14,DJ
2194.179,2194.478,0.299,silence,,,,,,SILENCE
2194.478,2196.262,1.784,speech,,,[SPEAKER_16] 저는 갑자기 주토피아가 떠올랐어요.,SPEAKER_14:1.78s(1.000),SPEAKER_14,DJ
2196.262,2196.922,0.66,silence,,,,,,SILENCE
2196.922,2201.369,4.447,speech,,,[SPEAKER_16] 예를 들면 이런 식으로 아니면 싱투게더?,SPEAKER_14:4.45s(1.000),SPEAKER_14,DJ
2201.369,2201.389,0.02,silence,,,,,,SILENCE
2201.389,2203.231,1.842,speech,,,[SPEAKER_16] 나는 해피투게더가 생각이 나는데요.,SPEAKER_14:1.84s(1.000),SPEAKER_14,DJ
2203.231,2203.251,0.02,silence,,,,,,SILENCE
2203.251,2206.916,3.665,speech,,,[SPEAKER_16] 아니면 아까 우리 틀렸던 모아나요.,SPEAKER_14:3.43s(1.000),SPEAKER_14,DJ
2206.916,2206.936,0.02,silence,,,,,,SILENCE
2206.936,2208.518,1.582,speech,,,[SPEAKER_16] 저희 딸 모아나 좋아하거든요.,SPEAKER_14:1.58s(1.000),SPEAKER_14,DJ
2208.518,2209.018,0.5,silence,,,,,,SILENCE
2209.018,2214.507,5.489,speech,,,[SPEAKER_16] 이런 식으로 뭐든 자유롭게 꼬리를 꼬리를 꼬리를 물어서 이렇게 연상을 해주시면 됩니다.,SPEAKER_14:5.49s(1.000),SPEAKER_14,DJ
2214.507,2215.82,1.313,silence,,,,,,SILENCE
2215.82,2220.592,4.772,speech,,,[SPEAKER_16] 소개된 모든 분께 커피와 도넛 세트 교환권 드립니다.,SPEAKER_14:4.13s(1.000),SPEAKER_14,DJ
2220.592,2220.612,0.02,silence,,,,,,SILENCE
2220.612,2228.394,7.782,speech,,,[SPEAKER_16] 지금 바로 무료인 고릴라나 샵 1077 짧은 건 50원 긴 건 100원의 문자로 보내주세요.,SPEAKER_14:7.03s(1.000),SPEAKER_14,DJ
2228.394,2228.61,0.216,silence,,,,,,SILENCE
2228.61,2231.795,3.185,speech,,,[SPEAKER_17] 자 이제부터 여러분 저에게 주어준 대본이 없습니다.,SPEAKER_14:3.18s(1.000),SPEAKER_14,DJ
2231.795,2231.815,0.02,silence,,,,,,SILENCE
2231.815,2234.878,3.063,speech,,,[SPEAKER_16] 여러분이 채워가시는 시간이에요.,SPEAKER_14:2.11s(1.000),SPEAKER_14,DJ
2234.878,2234.898,0.02,silence,,,,,,SILENCE
2234.898,2237.9,3.002,speech,,,[SPEAKER_16] 자 많이 많이 보내주시고 보내주실 동안 노래 들을까요?,SPEAKER_14:3.00s(1.000),SPEAKER_14,DJ
2237.9,2237.92,0.02,silence,,,,,,SILENCE
2237.92,2240.563,2.643,speech,,,[SPEAKER_16] 4681님이 신청해 주셨습니다.,SPEAKER_14:2.64s(1.000),SPEAKER_14,DJ
2240.563,2240.583,0.02,silence,,,,,,SILENCE
2240.583,2243.708,3.125,speech,,,[SPEAKER_16] 제가 또 이 노래 엄청 좋아하거든요.,SPEAKER_14:3.12s(1.000),SPEAKER_14,DJ
2243.708,2243.728,0.02,silence,,,,,,SILENCE
2243.728,2244.909,1.181,speech,,,[SPEAKER_16] 힘이 나요.,SPEAKER_14:1.18s(1.000),SPEAKER_14,DJ
2244.909,2244.929,0.02,silence,,,,,,SILENCE
2244.929,2257.463,12.534,speech,,,[SPEAKER_06] 영화 우리 싱투게더에서 BTS의 Not Today.,SPEAKER_26:3.39s(0.403);SPEAKER_14:2.94s(0.350);SPEAKER_41:2.08s(0.248),SPEAKER_26,AD
2257.463,2257.483,0.02,silence,,,,,,SILENCE
2257.483,2258.043,0.56,speech,,,[UNKNOWN] A day may come when we lose.,SPEAKER_41:0.56s(1.000),SPEAKER_41,MUSIC
2258.043,2300.077,42.034,music,,,,,,MUSIC
2300.077,2308.922,8.845,speech,,,[SPEAKER_06] 와우!,SPEAKER_34:7.02s(0.846);SPEAKER_27:1.25s(0.151);SPEAKER_41:0.02s(0.003),SPEAKER_34,AD
2308.922,2358.532,49.61,music,,,,,,MUSIC
2358.532,2362.117,3.585,speech,,,[SPEAKER_16] 싱투게더의 꼬리를 물어주시면 됐는데요.,SPEAKER_14:3.59s(1.000),SPEAKER_14,DJ
2362.117,2362.137,0.02,silence,,,,,,SILENCE
2362.137,2369.369,7.232,speech,,,[SPEAKER_16] 근데 저 계속 듣고 싶은데 지인님이 싱콜 생각나요 하셨습니다.,SPEAKER_14:5.63s(0.967);SPEAKER_30:0.12s(0.021);SPEAKER_26:0.07s(0.012),SPEAKER_14,DJ
2369.369,2369.389,0.02,silence,,,,,,SILENCE
2369.389,2372.313,2.924,speech,,,[SPEAKER_16] 4703님은 저는 엘빈과 슈퍼밴드요.,SPEAKER_14:2.92s(1.000),SPEAKER_14,DJ
2372.313,2372.434,0.121,silence,,,,,,SILENCE
2372.434,2376.079,3.645,speech,,,[SPEAKER_16] 다람쥐들이 얼마나 노래를 잘하던지 어렸을 때 생각나네요.,SPEAKER_14:3.64s(1.000),SPEAKER_14,DJ
2376.079,2376.099,0.02,silence,,,,,,SILENCE
2376.099,2382.21,6.111,speech,,,[SPEAKER_16] 수진님이 싱투게더 같이 노래 부른다는 뜻의 영화 제목을 보니까 사운드 오브 뮤직이 떠오르네요.,SPEAKER_14:6.02s(1.000),SPEAKER_14,DJ
2382.21,2382.443,0.233,silence,,,,,,SILENCE
2382.443,2386.827,4.384,speech,,,[SPEAKER_16] 소개된 모든 분께 커피와 도넛 교환권 드리고.,SPEAKER_14:4.38s(1.000),SPEAKER_14,DJ
2386.827,2387.068,0.241,silence,,,,,,SILENCE
2387.068,2390.49,3.422,speech,,,[SPEAKER_16] 아 나 꼬리 물기 싫은데 계속 듣고 싶은데.,SPEAKER_14:3.42s(1.000),SPEAKER_14,DJ
2390.49,2390.51,0.02,silence,,,,,,SILENCE
2390.51,2394.916,4.406,speech,,,[SPEAKER_16] 이번에 우리 영화 사운드 오브 뮤직 나왔으니까 꼬리를 물어볼까요?,SPEAKER_14:4.41s(1.000),SPEAKER_14,DJ
2394.916,2394.936,0.02,silence,,,,,,SILENCE
2394.936,2408.889,13.953,speech,,,[SPEAKER_16] 사운드 오브 뮤직에서 도레미송 들으실 동안 꼬리를 물어주세요.,SPEAKER_14:9.54s(0.755);SPEAKER_41:2.12s(0.168);SPEAKER_31:0.90s(0.071);SPEAKER_40:0.07s(0.006),SPEAKER_14,DJ
2408.889,2409.764,0.875,silence,,,,,,SILENCE
2409.764,2439.349,29.585,speech,,,"[SPEAKER_02] Let's start at the very beginning A very good place to start When you read you begin with A, B, C When you sing you begin with Do, Re, Mi Do, Re, Mi Do, Re, Mi The first three notes just happen to be Do, Re, Mi Do, Re, Mi Do, Re, Mi, Fa, Sol, La, Ti",SPEAKER_31:28.66s(0.896);SPEAKER_30:1.62s(0.051);SPEAKER_26:1.52s(0.048);SPEAKER_00:0.18s(0.006),SPEAKER_31,MUSIC
2439.349,2441.286,1.937,silence,,,,,,SILENCE
2441.286,2457.487,16.201,speech,,,[SPEAKER_02] Let's see if I can make it easier.,SPEAKER_31:11.69s(1.000),SPEAKER_31,MUSIC
2457.487,2457.507,0.02,silence,,,,,,SILENCE
2457.507,2461.692,4.185,speech,,,"[SPEAKER_02] A long, long way to run.",SPEAKER_31:3.74s(1.000),SPEAKER_31,MUSIC
2461.692,2462.751,1.059,silence,,,,,,SILENCE
2462.751,2492.69,29.939,speech,,,"[SPEAKER_02] So, a needle pulling thread La, a note to follow So, tea, a drink with jam and bread That will bring us back to Do, oh, oh, oh Dear, a female deer A drop of golden sun A name I call myself A long, long way to run",SPEAKER_31:28.47s(1.000),SPEAKER_31,MUSIC
2492.69,2538.436,45.746,music,,,,,,MUSIC
2538.436,2562.766,24.33,speech,,,"[SPEAKER_02] Now, children, do, re, mi, fa, so and so on are only the tools we use to build a song.",SPEAKER_31:21.39s(0.899);SPEAKER_23:2.02s(0.085);SPEAKER_32:0.37s(0.016),SPEAKER_31,MUSIC
2562.766,2562.786,0.02,silence,,,,,,SILENCE
2562.786,2566.21,3.424,speech,,,"[SPEAKER_02] Once you have these notes in your heads, you can sing a million different tunes by mixing them up, like this.",SPEAKER_31:3.42s(1.000),SPEAKER_31,MUSIC
2566.21,2566.231,0.021,silence,,,,,,SILENCE
2566.231,2567.092,0.861,speech,,,"[SPEAKER_02] So, do, la, fa, mi, do, re Can you do that?",SPEAKER_31:0.86s(1.000),SPEAKER_31,MUSIC
2567.092,2567.112,0.02,silence,,,,,,SILENCE
2567.112,2568.172,1.06,speech,,,"[SPEAKER_02] So, do, la, fa, mi, do, re So, do, la, ti, do, re, do",SPEAKER_31:0.92s(1.000),SPEAKER_31,MUSIC
2568.172,2568.693,0.521,silence,,,,,,SILENCE
2568.693,2586.309,17.616,speech,,,[SPEAKER_02] 소 도 라 티 도 레 도 Now put it all together.,SPEAKER_31:16.29s(1.000),SPEAKER_31,AD
2586.309,2586.329,0.02,silence,,,,,,SILENCE
2586.329,2586.869,0.54,speech,,,[SPEAKER_02] 소 도 라 파 미 도 레 소 도 라 티 도,SPEAKER_31:0.54s(1.000),SPEAKER_31,AD
2586.849,2594.097,7.248,speech,,,[SPEAKER_02] 이번엔 영화 사운드 오브 뮤직의 꼬리를 물어볼까요?,SPEAKER_14:2.93s(0.404);SPEAKER_26:2.14s(0.295);SPEAKER_31:2.13s(0.294);SPEAKER_29:0.05s(0.007),SPEAKER_14,DJ
2594.097,2595.217,1.12,silence,,,,,,SILENCE
2595.217,2602.003,6.786,speech,,,[SPEAKER_16] 9909님은 도레미송에서 미 하니까 영화 미나리 생각나요.,SPEAKER_14:6.46s(1.000),SPEAKER_14,DJ
2602.003,2602.023,0.02,silence,,,,,,SILENCE
2602.023,2603.985,1.962,speech,,,[SPEAKER_16] 윤영님은 레니까 레미제러블?,SPEAKER_14:1.96s(1.000),SPEAKER_14,DJ
2603.985,2604.005,0.02,silence,,,,,,SILENCE
2604.005,2605.347,1.342,speech,,,[SPEAKER_16] 음악이 넘치는 영화였던 것 같다고?,SPEAKER_14:1.34s(1.000),SPEAKER_14,DJ
2605.347,2605.586,0.239,silence,,,,,,SILENCE
2605.586,2609.911,4.325,speech,,,[SPEAKER_16] 0605님은 도레미송 하면 파송속 계란탕 아닐까요?,SPEAKER_14:4.33s(1.000),SPEAKER_14,DJ
2609.911,2610.03,0.119,silence,,,,,,SILENCE
2610.03,2611.913,1.883,speech,,,[SPEAKER_16] 장나영님은 시스탈트요.,SPEAKER_14:1.88s(1.000),SPEAKER_14,DJ
2611.913,2611.932,0.019,silence,,,,,,SILENCE
2611.932,2615.135,3.203,speech,,,[SPEAKER_16] 사운드 뮤직 이후에 영화에서 노래하는 영화가 인기가 많았죠.,SPEAKER_14:3.20s(1.000),SPEAKER_14,DJ
2615.115,2619.327,4.212,speech,,,"[SPEAKER_16] 시스터헥트 1, 2 진짜 재밌게 봤는데요 어?",SPEAKER_14:3.75s(1.000),SPEAKER_14,DJ
2619.327,2619.347,0.02,silence,,,,,,SILENCE
2619.347,2630.373,11.026,speech,,,[SPEAKER_16] 저도요 소개된 모든 분께 커피와 도넛 세트 교환권 드리면서 이번엔 그럼 시스터헥트의 꼬리를 물어볼게요 오 해피 데이 들으실 동안 꼬리를 또 물어주세요,SPEAKER_14:9.41s(1.000),SPEAKER_14,DJ
2630.373,2691.137,60.764,music,,,,,,MUSIC
2691.137,2698.38,7.243,speech,,,[SPEAKER_06] 랄랄라 랄랄라 랄랄라 랄랄라 오 해피 데이,SPEAKER_32:4.64s(0.510);SPEAKER_28:4.40s(0.484);SPEAKER_29:0.05s(0.005),SPEAKER_32,AD
2698.38,2701.887,3.507,silence,,,,,,SILENCE
2701.887,2730.342,28.455,speech,,,[SPEAKER_06] When my Jesus was When my Jesus was He washed my sins away He taught me how,SPEAKER_32:15.74s(0.632);SPEAKER_28:4.17s(0.167);SPEAKER_36:2.92s(0.117);SPEAKER_29:1.22s(0.049);SPEAKER_41:0.86s(0.035),SPEAKER_32,MUSIC
2730.342,2733.594,3.252,silence,,,,,,SILENCE
2733.594,2760.918,27.324,speech,,,"[SPEAKER_06] To watch, to watch, to fight and pray And he taught me how to live, he taught me Oh yeah Every, every day Oh yeah Every day",SPEAKER_29:25.67s(0.936);SPEAKER_26:1.75s(0.064),SPEAKER_29,MUSIC
2760.918,2791.038,30.12,music,,,,,,MUSIC
2791.038,2794.184,3.146,speech,,,[SPEAKER_16] 이번엔 영화 시스터 액트의 꼬리를 물어볼까요?,SPEAKER_14:3.11s(1.000),SPEAKER_14,DJ
2794.184,2794.204,0.02,silence,,,,,,SILENCE
2794.204,2811.121,16.917,speech,,,[SPEAKER_16] 은지님의 수녀들 이야기 더 넌 생각나요 공포영화긴 하지만요 5035님은 라라라라라라라랜드 5596님은 시스터 액트하니 엑시트 생각나요 액션 코미디 로맨스 다 잡은 작품이종,SPEAKER_14:16.03s(1.000),SPEAKER_14,DJ
2811.101,2817.454,6.353,speech,,,[SPEAKER_16] 명견님은 이거 성당에 나오는 노래 아닌가요?,SPEAKER_14:5.64s(1.000),SPEAKER_14,DJ
2817.454,2817.474,0.02,silence,,,,,,SILENCE
2817.474,2817.795,0.321,speech,,,[SPEAKER_16] 왜 느낌이 신부수업 생각나죠?,SPEAKER_14:0.26s(1.000),SPEAKER_14,DJ
2817.795,2817.815,0.02,silence,,,,,,SILENCE
2817.815,2823.485,5.67,speech,,,[SPEAKER_16] 소개된 모든 분께 커피와 도넛 세트 교환권 드립니다.,SPEAKER_14:4.70s(1.000),SPEAKER_14,DJ
2823.485,2823.505,0.02,silence,,,,,,SILENCE
2823.505,2825.69,2.185,speech,,,[SPEAKER_16] 자 그럼 이번에는 신부수업의 꼬리를 물어볼게요.,SPEAKER_14:2.18s(1.000),SPEAKER_14,DJ
2825.69,2826.17,0.48,silence,,,,,,SILENCE
2826.17,2830.378,4.208,speech,,,[SPEAKER_16] 신부수업에서 BMK님의 내 마음에 들어오지 마세요.,SPEAKER_14:3.43s(1.000),SPEAKER_14,DJ
2830.378,2830.398,0.02,silence,,,,,,SILENCE
2830.398,2833.784,3.386,speech,,,[SPEAKER_16] 들어오실 동안 또 꼬리를 계속해서 물어주세요.,SPEAKER_14:2.98s(1.000),SPEAKER_14,DJ
2833.784,2845.831,12.047,silence,,,,,,SILENCE
2845.831,2874.132,28.301,speech,,,[SPEAKER_05] 나 그대 사랑하면 안 돼요 여린 마음 안쪽 구석에 그대 들어올 틈 있었네요,SPEAKER_37:15.23s(0.768);SPEAKER_39:4.61s(0.232),SPEAKER_37,AD
2874.132,2880.239,6.107,silence,,,,,,SILENCE
2880.239,2902.855,22.616,speech,,,[SPEAKER_05] 바라보지도 마세요 날 아껴주는 것 같은 마음에 조금 행복해지잖아요 그래서 더욱 아프죠 그대와 하나가,SPEAKER_37:18.72s(1.000),SPEAKER_37,AD
2902.855,2911.862,9.007,silence,,,,,,SILENCE
2911.862,2937.398,25.536,speech,,,[SPEAKER_05] 나도 마찬가지죠 스쳐 지나갈 사람 중에 하나일 뿐이죠 왜 이렇게 그대 생각으로 잠 못 드나요 내 마음에 들어오지 마세요,SPEAKER_37:24.53s(1.000),SPEAKER_37,AD
2937.398,2952.007,14.609,silence,,,,,,SILENCE
2952.007,2971.57,19.563,speech,,,[SPEAKER_05] 그대 나를 그런 눈으로 바라보지도 마세요 날 아껴주는 것 같은 마음,SPEAKER_37:16.38s(1.000),SPEAKER_37,AD
2971.57,2978.536,6.966,silence,,,,,,SILENCE
2978.536,3002.197,23.661,speech,,,[SPEAKER_05] 그래서 더욱 아프죠 그대와 하나가 될 수 없다는 생각에 날 사랑하진 않겠죠 나도 마찬가지죠 스쳐 지나갈 사람 중에서,SPEAKER_37:21.54s(0.973);SPEAKER_26:0.59s(0.027),SPEAKER_37,AD
3002.197,3014.75,12.553,silence,,,,,,SILENCE
3014.75,3038.056,23.306,speech,,,[SPEAKER_05] 내 마음에 들어오지 마세요 내 모든 걸 포기하게 한 그 아름다운 모습 뒤에서 외로움 날 사랑하진 않겠죠,SPEAKER_37:22.43s(0.986);SPEAKER_45:0.31s(0.014),SPEAKER_37,AD
3038.056,3042.474,4.418,silence,,,,,,SILENCE
3042.474,3068.23,25.756,speech,,,"[SPEAKER_06] 까맣지 맞지 까맣지 맞지 너무 맛있지 친절하고 맛있는 까맣지 완벽한 치킨 1, 2, 3, 4 까맣지 맞지 까맣지 통닭 까맣지 맞지 통닭의 검증을 마치다 까맣지 통닭 고려기부트로 선수교체 매출 축주 성과 축주 반쪽물을 고려하라 고려하라",SPEAKER_45:19.89s(0.824);SPEAKER_27:4.26s(0.176),SPEAKER_45,AD
3068.23,3071.82,3.59,silence,,,,,,SILENCE
3071.82,3096.849,25.029,speech,,,[SPEAKER_18] 공공기관 우선구매 대상기업 고려기프트 건너오세요 당신의 퇴직연금이 원하던 글로벌한 세계로 내 연금상품 그대로 중도해지 없이도 실물이 저는 지금이다 수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래의셋증권으로,SPEAKER_53:9.55s(0.452);SPEAKER_49:4.74s(0.224);SPEAKER_42:4.65s(0.220);SPEAKER_27:2.21s(0.104),SPEAKER_53,AD
3096.849,3097.284,0.435,silence,,,,,,SILENCE
3097.284,3124.356,27.072,speech,,,[SPEAKER_08] 원금 손실 유의 투자 전 상품 설명서 및 약관 필독 아 병원 갈 때 신분증 챙기기 귀찮아 괜찮아 KB 스타뱅킹이 있잖아 병원 접수할 때는 KB 스타뱅킹이면 괜찮아 여권 재발급도 KB 스타뱅킹이면 괜찮아 국내선 비행기 탈 때도 KB 스타뱅킹이면 괜찮다니까 신분증 챙기기 귀찮은 모든 순간 지금 KB 스타뱅킹에 신분증을 넣어보세요 KB 국민은행 안녕하세요 신한 프리미어 모델 김수현입니다,SPEAKER_10:11.90s(0.467);SPEAKER_42:10.58s(0.415);SPEAKER_12:3.03s(0.119),SPEAKER_10,AD
3124.356,3124.876,0.52,silence,,,,,,SILENCE
3124.876,3128.199,3.323,speech,,,[SPEAKER_00] 여러분께 특별한 자산관리를 소개합니다.,SPEAKER_12:2.59s(1.000),SPEAKER_12,AD
3128.199,3128.221,0.022,silence,,,,,,SILENCE
3128.221,3136.572,8.351,speech,,,"[SPEAKER_00] 투자, 법률, 세무, 부동산 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다.",SPEAKER_12:6.00s(1.000),SPEAKER_12,AD
3136.572,3136.592,0.02,silence,,,,,,SILENCE
3136.592,3137.914,1.322,speech,,,[SPEAKER_00] 지금 만나보세요.,SPEAKER_12:0.91s(1.000),SPEAKER_12,AD
3137.914,3137.934,0.02,silence,,,,,,SILENCE
3137.934,3142.5,4.566,speech,,,[SPEAKER_00] 자산관리는 신한 프리미어.,SPEAKER_12:1.71s(0.890);SPEAKER_00:0.21s(0.110),SPEAKER_12,AD
3142.5,3142.519,0.019,silence,,,,,,SILENCE
3142.519,3152.233,9.714,speech,,,[SPEAKER_18] 대한민국이 가장 좋아하는 1등 라디오 SBS 파워 FM 잠시 후 12시부터 즐거운 오후의 시작 12시엔 주현영이 방송됩니다.,SPEAKER_00:9.31s(1.000),SPEAKER_00,AD
3152.233,3157.293,5.06,silence,,,,,,SILENCE
3157.293,3159.516,2.223,speech,,,[SPEAKER_16] 시내타운에서 준비한 상품입니다.,SPEAKER_14:2.21s(1.000),SPEAKER_14,DJ
3159.516,3159.797,0.281,silence,,,,,,SILENCE
3159.797,3179.688,19.891,speech,,,"[SPEAKER_16] 백화점 상품권, 급발진 잡는 지넷에서 한문철 블랙박스, 에스테틱 브랜드 라시뎀에서 당 독소 감소 오일, 도드람 양돈 협동조합에서 우리대지 한돈 선물세트, 호신용품은 블랙코브라에서 든든한 호신용 전기충격기, 기억된 향기 줄라이모닝에서 프리미엄 헤어케어세트,",SPEAKER_14:19.89s(1.000),SPEAKER_14,DJ
3179.668,3195.331,15.663,speech,,,[SPEAKER_16] 뷰티 리추얼 라라클라라에서 엑소존 바이오 니들 크림 피부장벽 개선 비슈띠에서 고보습 기초 3종 세트 모발 케어 명가 나투리아에서 테라틴 워터팩 아름다운 비주얼 아비주 뷰티에서 뷰티 상품권,SPEAKER_14:14.74s(1.000),SPEAKER_14,DJ
3195.311,3213.202,17.891,speech,,,[SPEAKER_16] 건강한 아름다움 올린드에서 샴푸와 트리트먼트 세트 붓기 고민 해결 부기로우에서 간편 수분 밸런스 칼륨제 명품 향기 가득 버블큐브에서 조향사 콜라보 캡슐 세제 골프 마스크 바벤스미스에서 자외선 차단 마스크,SPEAKER_14:16.14s(1.000),SPEAKER_14,DJ
3213.182,3217.056,3.874,speech,,,[SPEAKER_16] 뷰티 브랜드 방클레오에서 클렌징 오일과 초밀착 쿠션.,SPEAKER_14:3.86s(1.000),SPEAKER_14,DJ
3217.056,3217.717,0.661,silence,,,,,,SILENCE
3217.717,3221.009,3.292,speech,,,[SPEAKER_16] 글로벌 클린 뷰티 올릭에서 올릭 그린 선스크린.,SPEAKER_14:3.29s(1.000),SPEAKER_14,DJ
3221.009,3221.59,0.581,silence,,,,,,SILENCE
3221.59,3226.045,4.455,speech,,,[SPEAKER_16] 행복을 담은 커피 워너빈에서 드립백 커피 세트를 드립니다.,SPEAKER_14:4.40s(1.000),SPEAKER_14,DJ
3226.045,3228.96,2.915,silence,,,,,,SILENCE
3228.96,3234.009,5.049,speech,,,[SPEAKER_16] 오늘은 무비꼬꼬무 마지막 꼬리를 물어주실 영화는 신부수업이었습니다.,SPEAKER_14:5.05s(1.000),SPEAKER_14,DJ
3234.009,3234.028,0.019,silence,,,,,,SILENCE
3234.028,3240.88,6.852,speech,,,[SPEAKER_16] 나정님이 신부수업하니 러브액츄얼리 생각이 난다고 프로포즈 장면 생각이 났대요.,SPEAKER_14:6.14s(1.000),SPEAKER_14,DJ
3240.88,3240.9,0.02,silence,,,,,,SILENCE
3240.9,3243.143,2.243,speech,,,[SPEAKER_16] A님은 아 성을 같이 불러달라고 하셨어요.,SPEAKER_14:2.24s(1.000),SPEAKER_14,DJ
3243.143,3243.164,0.021,silence,,,,,,SILENCE
3243.164,3245.226,2.062,speech,,,[SPEAKER_16] 동명이인이 많아서 싸워요.,SPEAKER_14:2.06s(1.000),SPEAKER_14,DJ
3245.226,3245.246,0.02,silence,,,,,,SILENCE
3245.246,3248.913,3.667,speech,,,[SPEAKER_16] 박애희님은 신부 중에 신부는 강동원님이죠.,SPEAKER_14:3.67s(1.000),SPEAKER_14,DJ
3248.913,3249.072,0.159,silence,,,,,,SILENCE
3249.072,3253.5,4.428,speech,,,[SPEAKER_16] 검은사제들 생각난다고 제가 개인적으로 성 붙여 부르는 걸 별로 안 좋아해가지고,SPEAKER_14:4.14s(1.000),SPEAKER_14,DJ
3253.48,3256.69,3.21,speech,,,[SPEAKER_16] 자 정답자니까 이거는 붙여 부를게요.,SPEAKER_14:3.01s(1.000),SPEAKER_14,DJ
3256.69,3256.71,0.02,silence,,,,,,SILENCE
3256.71,3259.521,2.811,speech,,,[SPEAKER_16] 김경준님은 영화 졸업 생각나요?,SPEAKER_14:2.81s(1.000),SPEAKER_14,DJ
3259.521,3259.882,0.361,silence,,,,,,SILENCE
3259.882,3261.668,1.786,speech,,,[SPEAKER_16] 수업이 있으면 졸업도 있어야죠.,SPEAKER_14:1.68s(1.000),SPEAKER_14,DJ
3261.668,3262.373,0.705,silence,,,,,,SILENCE
3262.373,3267.699,5.326,speech,,,[SPEAKER_16] 소개된 모든 분께 커피와 도넛 세트 교환권 드리면서 이것도 성 붙여야 되나?,SPEAKER_14:4.87s(1.000),SPEAKER_14,DJ
3267.699,3267.84,0.141,silence,,,,,,SILENCE
3267.84,3287.503,19.663,speech,,,[SPEAKER_16] 전지현님 와 오늘 제 모습을 영화로 표현하고 싶어요 매번 참여하지만 안 뽑아주시니 그래도 끝까지 간다 와 뽑히셨어요 9223님이 아 오늘 캔디랑 문자 티키타카 너무 좋았어요 아직도 저를 다 못 찾으셨더라고요 더 친해진 기분 든다고 아 다음에도 막 계속 올려야지 이상한 거,SPEAKER_14:18.86s(1.000),SPEAKER_14,DJ
3287.503,3288.175,0.672,silence,,,,,,SILENCE
3288.175,3297.065,8.89,speech,,,[SPEAKER_16] 자 영화 졸업에서 사이에먼 앤 가펑클의 사운드 오브 사일런스 들으면서 인사드릴게요.,SPEAKER_14:8.65s(1.000),SPEAKER_14,DJ
3297.065,3304.233,7.168,silence,,,,,,SILENCE
3304.233,3316.748,12.515,speech,,,[SPEAKER_04] 오늘도 영화처럼,SPEAKER_40:8.57s(1.000),SPEAKER_40,AD
3316.748,3317.15,0.402,silence,,,,,,SILENCE
3317.15,3345.367,28.217,speech,,,[SPEAKER_04] left its seeds while I was sleeping and the vision that was planted in my brain still remains within the sound of silence in restless dreams I walked alone narrow streets of cobblestone,SPEAKER_40:19.99s(1.000),SPEAKER_40,MUSIC
3345.367,3351.068,5.701,silence,,,,,,SILENCE
3351.068,3379.371,28.303,speech,,,"[SPEAKER_04] I turned my collar to the cold and damp When my eyes were stabbed by the flash of a neon light It split the night And touched the sound of silence And in the naked light I saw Ten thousand people, maybe more",SPEAKER_40:21.11s(1.000),SPEAKER_40,MUSIC
3379.371,3380.92,1.549,silence,,,,,,SILENCE
